STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,UNIT_MEASURE,,GEO_AREA,,AGE,,SEX,,EDUCATION_LEVEL,,INCOME_GROUP,,EMP_STATUS,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,OBS_STATUS_2,,OBS_STATUS_3,,UNIT_MULT,,TIME_HORIZON_USE,,DECIMALS,,BREAKDOWN_V7_HH,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,OECD,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2017,,51.68105741628571,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,OECD,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2018,,51.40658885942857,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,OECD,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2019,,54.80514307235294,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,OECD,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2020,,58.15899520294118,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,OECD,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2021,,61.25293417151515,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,OECD,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2022,,59.48543851625,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,OECD,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2023,,61.60748851625,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2005,,9.6088,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2006,,16.5472,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2007,,22.0795,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2008,,28.4847,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2009,,35.2217,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2010,,40.0704,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2011,,48.1343,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2013,,49.364,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2015,,53.3493,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2016,,53.5837,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2017,,57.7149,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2018,,56.1917,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2019,,60.4636,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2020,,62.9969,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2021,,64.4598,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2022,,68.0971,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,HUN,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2023,,67.3148,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2005,,41.0491,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2006,,26.544,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2007,,48.3734,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2008,,43.7807,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2009,,54.0582,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2010,,58.2114,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2011,,52.1897,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2013,,57.868,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2015,,61.7699,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2016,,70.7232,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2017,,64.9411,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2018,,53.2921,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2019,,58.1712,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2020,,53.0162,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2021,,53.8357,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2022,,46.3516,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LUX,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2023,,48.0274,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2005,,10.4775,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2006,,7.8489,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2007,,12.6301,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2008,,18.8469,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2009,,23.6833,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2010,,27.4413,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2011,,39.9224,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2013,,37.8459,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2015,,35.4664,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2016,,36.1606,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2017,,37.4509,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2018,,46.7735,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2019,,56.873,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2020,,59.897,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2021,,66.3198,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2022,,50.3159,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,IRL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2023,,59.0911,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2005,,3.1177,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2007,,10.2317,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2008,,14.4308,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2009,,15.3249,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2010,,17.7736,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2013,,25.7397,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2015,,33.987,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2016,,38.462,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2017,,45.0093,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2018,,48.8868,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2019,,51.2567,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2020,,50.7567,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2021,,56.6205,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2022,,53.8182,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,TUR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2023,,56.9713,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2005,,25.4574,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2006,,17.9324,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2007,,19.8462,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2008,,25.973,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2009,,34.4101,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2010,,32.1727,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2011,,36.2157,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2013,,45.2134,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2015,,53.3013,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2016,,55.9472,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2017,,56.7354,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2018,,58.1725,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2019,,66.8895,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,GBR,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2020,,63.2903,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2005,,7.3536,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2006,,11.6284,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2007,,11.1515,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2008,,23.9175,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2009,,28.7042,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2010,,32.3967,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2011,,37.8164,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2013,,37.2548,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2015,,41.3663,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2016,,38.8696,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2017,,42.6295,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2018,,36.8609,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2019,,47.8935,,B,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2020,,49.2393,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2021,,52.2854,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2022,,42.6091,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,LVA,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2023,,52.7407,,A,,,,,,0,,,,2,,IND_TOTAL,
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_IND(1.0),,I,ISL,,A,,D1H_I,,PT_POP,,_Z,,Y16T74,,_T,,_T,,_T,,_T,,2005,,39.4597,,A,,,,,,0,,,,2,,IND_TOTAL,
